loan_id,Customer_ID,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance,snapshot_date
CUS_0x1009_2025_01_01,CUS_0x1009,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x1098_2025_01_01,CUS_0x1098,2025-01-01,10,10,10000,1000.0,0.0,8000.0,8000.0,2025-11-01
CUS_0x109f_2025_01_01,CUS_0x109f,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x10b6_2025_01_01,CUS_0x10b6,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x10e2_2025_01_01,CUS_0x10e2,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x114b_2025_01_01,CUS_0x114b,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x11b7_2025_01_01,CUS_0x11b7,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x11c1_2025_01_01,CUS_0x11c1,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x11d9_2025_01_01,CUS_0x11d9,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x120d_2025_01_01,CUS_0x120d,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x1258_2025_01_01,CUS_0x1258,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x130c_2025_01_01,CUS_0x130c,2025-01-01,10,10,10000,1000.0,0.0,7000.0,7000.0,2025-11-01
CUS_0x133d_2025_01_01,CUS_0x133d,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x133f_2025_01_01,CUS_0x133f,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x13e4_2025_01_01,CUS_0x13e4,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
CUS_0x1463_2025_01_01,CUS_0x1463,2025-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-11-01
